"NAME","DESCRIPTION","FORMULA"
"HC02198[e]","2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate","C26H43NO8S2"
"HC02198[c]","2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate","C26H43NO8S2"
"HC02187[e]","reverse-triiodthyronine","C15H12I3NO4"
"HC02187[c]","reverse-triiodthyronine","C15H12I3NO4"
"HC02180[e]","thromboxane-b2","C20H33O6"
"HC02180[c]","thromboxane-b2","C20H33O6"
"HC02179[e]","20-hydroxy-arachidonate","C20H31O3"
"HC02179[c]","20-hydroxy-arachidonate","C20H31O3"
"HC02202[e]","prostaglandin A1(1-)","C20H31O4"
"HC02202[c]","prostaglandin A1(1-)","C20H31O4"
"HC02203[e]","prostaglandin-a2","C20H29O4"
"HC02203[c]","prostaglandin-a2","C20H29O4"
"HC02204[e]","prostaglandin-b1","C20H31O4"
"HC02204[c]","prostaglandin-b1","C20H31O4"
"HC02205[e]","prostaglandin-b2","C20H29O4"
"HC02205[c]","prostaglandin-b2","C20H29O4"
"HC02206[e]","prostaglandin C1(1-)","C20H31O4"
"HC02206[c]","prostaglandin C1(1-)","C20H31O4"
"HC02207[e]","prostaglandin-c2","C20H29O4"
"HC02207[c]","prostaglandin-c2","C20H29O4"
"HC02208[e]","prostaglandin-d1","C20H33O5"
"HC02208[c]","prostaglandin-d1","C20H33O5"
"HC02210[e]","prostaglandin-d3","C20H29O5"
"HC02210[c]","prostaglandin-d3","C20H29O5"
"HC02213[e]","prostaglandin-e3","C20H29O5"
"HC02213[c]","prostaglandin-e3","C20H29O5"
"HC02214[e]","prostaglandin-f1alpha","C20H35O5"
"HC02214[c]","prostaglandin-f1alpha","C20H35O5"
"HC02216[e]","prostaglandin-f2beta","C20H33O5"
"HC02216[c]","prostaglandin-f2beta","C20H33O5"
"HC02217[e]","prostaglandin-g2","C20H31O6"
"HC02217[c]","prostaglandin-g2","C20H31O6"
"HC00342[c]","cis-aconitate(3-)","C6H3O6"
"oxa[m]","oxalate(2-)","C2O4"
"no2[e]","Nitrite","NO2"
"so3[e]","Sulfite","O3S"
"C01241[c]","Phosphatidyl-N-methylethanolamine","C8H14NO8PR2"
"C04308[c]","Phosphatidyl-N-dimethylethanolamine","C9H15NO8PR2"
"C01241[m]","Phosphatidyl-N-methylethanolamine","C8H14NO8PR2"
"C04308[m]","Phosphatidyl-N-dimethylethanolamine","C9H15NO8PR2"
"C01241[r]","Phosphatidyl-N-methylethanolamine","C8H14NO8PR2"
"C04308[r]","Phosphatidyl-N-dimethylethanolamine","C9H15NO8PR2"
"glcn[c]","D-gluconate","C6H11O7"
"ocdca[m]","octadecanoate (n-C18:0)","C18H35O2"
"ocdca[x]","octadecanoate (n-C18:0)","C18H35O2"
"dtmp[n]","dTMP","C10H13N2O8P"
"trdrd[n]","Reduced thioredoxin","XH2"
"trdox[n]","Oxidized thioredoxin","X"
"CE2421[c]","(3S)-3-hydroxylinoleoyl-CoA","C39H62N7O18P3S"
"CE0713[c]","3-oxolinoleoyl-CoA","C39H60N7O18P3S"
"CE2421[m]","(3S)-3-hydroxylinoleoyl-CoA","C39H62N7O18P3S"
"CE0713[m]","3-oxolinoleoyl-CoA","C39H60N7O18P3S"
"CE2421[x]","(3S)-3-hydroxylinoleoyl-CoA","C39H62N7O18P3S"
"CE0713[x]","3-oxolinoleoyl-CoA","C39H60N7O18P3S"
"C10164[c]","Picolinic acid","C6H4NO2"
"CE2251[c]","3-oxoeicosanoyl-CoA","C41H68N7O18P3S"
"CE2247[c]","3-hydroxyeicosanoyl-CoA","C41H70N7O18P3S"
"CE2243[c]","trans-eicos-2-enoyl-CoA","C41H68N7O17P3S"
"CE2250[c]","3-oxodocosanoyl-CoA","C43H72N7O18P3S"
"malcoa[e]","Malonyl-CoA","C24H33N7O19P3S"
"arachcoa[e]","arachidyl coenzyme A","C41H70N7O17P3S"
"coa[e]","Coenzyme A","C21H32N7O16P3S"
"CE2250[e]","3-oxodocosanoyl-CoA","C43H72N7O18P3S"
"CE2246[c]","3-hydroxydocosanoyl-CoA","C43H74N7O18P3S"
"CE2242[c]","trans-docos-2-enoyl-CoA","C43H72N7O17P3S"
"CE2242[n]","trans-docos-2-enoyl-CoA","C43H72N7O17P3S"
"CE2254[n]","docosanoyl-CoA","C43H74N7O17P3S"
"malcoa[n]","Malonyl-CoA","C24H33N7O19P3S"
"CE2253[n]","3-oxotetracosanoyl-CoA","C45H76N7O18P3S"
"CE2253[c]","3-oxotetracosanoyl-CoA","C45H76N7O18P3S"
"CE2249[c]","3-hydroxytetracosanoyl-CoA","C45H78N7O18P3S"
"CE2245[c]","trans-tetracos-2-enoyl-CoA","C45H76N7O17P3S"
"CE2257[c]","tetracosanoyl-CoA","C45H78N7O17P3S"
"arach[m]","arachidate","C20H39O2"
"arach[x]","arachidate","C20H39O2"
"CE2254[c]","docosanoyl-CoA","C43H74N7O17P3S"
"C08281[c]","behenate","C22H43O2"
"CE2254[m]","docosanoyl-CoA","C43H74N7O17P3S"
"C08281[m]","behenate","C22H43O2"
"CE2254[x]","docosanoyl-CoA","C43H74N7O17P3S"
"C08281[x]","behenate","C22H43O2"
"CE2257[m]","tetracosanoyl-CoA","C45H78N7O17P3S"
"lgnc[m]","lignocerate","C24H47O2"
"lgnc[x]","lignocerate","C24H47O2"
"pmtcoa[l]","Palmitoyl-CoA (n-C16:0CoA)","C37H62N7O17P3S"
"malcoa[l]","Malonyl-CoA","C24H33N7O19P3S"
"co2[l]","carbon dioxide","CO2"
"3ohodcoa[l]","3-Oxooctadecanoyl-CoA","C39H64N7O18P3S"
"3ohodcoa[r]","3-Oxooctadecanoyl-CoA","C39H64N7O18P3S"
"3ohodcoa[c]","3-Oxooctadecanoyl-CoA","C39H64N7O18P3S"
"CE2248[c]","3-hydroxyoctadecanoyl-CoA","C39H66N7O18P3S"
"CE2248[r]","3-hydroxyoctadecanoyl-CoA","C39H66N7O18P3S"
"CE2248[n]","3-hydroxyoctadecanoyl-CoA","C39H66N7O18P3S"
"od2coa[n]","trans-Octadec-2-enoyl-CoA","C39H64N7O17P3S"
"stcoa[n]","Stearoyl-CoA (n-C18:0CoA)","C39H66N7O17P3S"
"CE1935[c]","spermine monoaldehyde","C10H26N3O"
"CE1935[e]","spermine monoaldehyde","C10H26N3O"
"sprm[x]","spermine(4+)","C10H30N4"
"CE1935[x]","spermine monoaldehyde","C10H26N3O"
"CE1940[c]","spermidine monoaldehyde 2","C7H18N2O"
"CE1940[e]","spermidine monoaldehyde 2","C7H18N2O"
"spmd[x]","Spermidine","C7H22N3"
"CE1940[x]","spermidine monoaldehyde 2","C7H18N2O"
"CE1943[c]","spermidine dialdehyde","C7H14NO2"
"CE1943[e]","spermidine dialdehyde","C7H14NO2"
"CE1943[x]","spermidine dialdehyde","C7H14NO2"
"CE1944[c]","1-pyrrolinium","C4H8N"
"CE2011[c]","hypothiocyanite","CHNOS"
"CE2011[e]","hypothiocyanite","CHNOS"
"tcynt[l]","thiocyanate","CNS"
"CE2011[l]","hypothiocyanite","CHNOS"
"CE2011[m]","hypothiocyanite","CHNOS"
"tcynt[n]","thiocyanate","CNS"
"CE2011[n]","hypothiocyanite","CHNOS"
"CE1936[c]","spermine dialdehyde","C10H22N2O2"
"CE1936[e]","spermine dialdehyde","C10H22N2O2"
"CE1936[x]","spermine dialdehyde","C10H22N2O2"
"CE1939[c]","spermidine monoaldehyde 1","C7H18N2O"
"CE1939[e]","spermidine monoaldehyde 1","C7H18N2O"
"CE1939[x]","spermidine monoaldehyde 1","C7H18N2O"
"CE2705[c]","quinonoid dihydrobiopterin","C9H13N5O3"
"thbpt4acam[n]","4a-hydroxytetrahydrobiopterin","C9H15N5O4"
"CE2705[n]","quinonoid dihydrobiopterin","C9H13N5O3"
"CE1787[c]","1-deoxy-1-(N6-lysino)-D-fructose","C12H25N2O7"
"CE2846[c]","fructoselysine 3-phosphate","C12H24N2O10P"
"CE2847[c]","fructoseglycine","C8H15NO7"
"CE2848[c]","fructoseglycine ketone 3-phosphate","C8H14NO10P"
"CE2870[c]","3,3'-diiodo-L-thyronine 4'-O-sulfate","C15H12I2NO7S"
"CE2866[c]","3,3'-diiodo-L-thyronine","C15H13I2NO4"
"CE2870[g]","3,3'-diiodo-L-thyronine 4'-O-sulfate","C15H12I2NO7S"
"so4[g]","sulfate","O4S"
"CE2866[g]","3,3'-diiodo-L-thyronine","C15H13I2NO4"
"CE2870[r]","3,3'-diiodo-L-thyronine 4'-O-sulfate","C15H12I2NO7S"
"CE2866[r]","3,3'-diiodo-L-thyronine","C15H13I2NO4"
"maltttr[c]","Maltotetraose","C24H42O21"
"maltttr[e]","Maltotetraose","C24H42O21"
"CE2873[c]","3',5'-diiodo-L-thyronine 4'-O-sulfate","C15H12I2NO7S"
"CE2872[c]","3',5'-diiodo-L-thyronine","C15H13I2NO4"
"CE2873[g]","3',5'-diiodo-L-thyronine 4'-O-sulfate","C15H12I2NO7S"
"CE2872[g]","3',5'-diiodo-L-thyronine","C15H13I2NO4"
"CE2873[r]","3',5'-diiodo-L-thyronine 4'-O-sulfate","C15H12I2NO7S"
"CE2872[r]","3',5'-diiodo-L-thyronine","C15H13I2NO4"
"CE2875[c]","3'-monoiodo-L-thyronine 4'-O-sulfate","C15H13INO7S"
"CE2874[c]","3'-monoiodo-L-thyronine","C15H14INO4"
"CE2875[g]","3'-monoiodo-L-thyronine 4'-O-sulfate","C15H13INO7S"
"CE2874[g]","3'-monoiodo-L-thyronine","C15H14INO4"
"CE2875[r]","3'-monoiodo-L-thyronine 4'-O-sulfate","C15H13INO7S"
"CE2874[r]","3'-monoiodo-L-thyronine","C15H14INO4"
"CE2876[c]","3',5'-diiodo-L-thyronine-beta-D-glucuronoside","C21H20I2NO10"
"CE2876[r]","3',5'-diiodo-L-thyronine-beta-D-glucuronoside","C21H20I2NO10"
"CE2877[c]","3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside","C21H18I4NO10"
"thyox_L[r]","L-thyroxine","C15H11I4NO4"
"CE2877[r]","3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside","C21H18I4NO10"
"CE2754[c]","3,3',5' - triiodothyronine","C15H12I3NO4"
"CE2878[c]","3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside","C21H19I3NO10"
"CE2754[r]","3,3',5' - triiodothyronine","C15H12I3NO4"
"CE2878[r]","3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside","C21H19I3NO10"
"CE2879[c]","3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside","C21H19I3NO10"
"triodthy[r]","3,3',5-triiodo-L-thyronine","C15H12I3NO4"
"CE2879[r]","3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside","C21H19I3NO10"
"CE2880[c]","3,3'-diiodo-L-thyronine-beta-D-glucuronoside","C21H20I2NO10"
"CE2880[r]","3,3'-diiodo-L-thyronine-beta-D-glucuronoside","C21H20I2NO10"
"CE2881[c]","3,5,3',5'-tetraiodothyroacetate","C14H7I4O4"
"CE2885[c]","3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside","C20H14I4O10"
"CE2881[r]","3,5,3',5'-tetraiodothyroacetate","C14H7I4O4"
"CE2885[r]","3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside","C20H14I4O10"
"CE2882[c]","3,3',5'-triiodothyroacetate","C14H8I3O4"
"CE2886[c]","3,3',5'-triiodothyroacetate-beta-D-glucuronoside","C20H15I3O10"
"CE2882[r]","3,3',5'-triiodothyroacetate","C14H8I3O4"
"CE2886[r]","3,3',5'-triiodothyroacetate-beta-D-glucuronoside","C20H15I3O10"
"maltpt[c]","maltopentaose","C30H52O26"
"maltpt[e]","maltopentaose","C30H52O26"
"CE2883[c]","3,5,3'-triiodothyroacetate","C14H8I3O4"
"CE2887[c]","3,5,3'-triiodothyroacetate-beta-D-glucuronoside","C20H15I3O10"
"CE2883[r]","3,5,3'-triiodothyroacetate","C14H8I3O4"
"CE2887[r]","3,5,3'-triiodothyroacetate-beta-D-glucuronoside","C20H15I3O10"
"CE2884[c]","3',5'-diiodothyroacetate","C14H9I2O4"
"CE2888[c]","3',5'-diiodothyroacetate-beta-D-glucuronoside","C20H16I2O10"
"CE2884[r]","3',5'-diiodothyroacetate","C14H9I2O4"
"CE2888[r]","3',5'-diiodothyroacetate-beta-D-glucuronoside","C20H16I2O10"
"malthx[c]","Maltohexaose","C36H62O31"
"malthx[e]","Maltohexaose","C36H62O31"
"CE2915[c]","beta-casomorphin","C44H60N7O11"
"CE4722[c]","beta-casomorphin (1-6)","C38H49N6O10"
"CE2915[e]","beta-casomorphin","C44H60N7O11"
"CE4722[e]","beta-casomorphin (1-6)","C38H49N6O10"
"CE2916[c]","neocasomorphin","C35H51N6O10"
"CE4723[c]","neocasomorphin (1-5)","C29H40N5O9"
"CE2916[e]","neocasomorphin","C35H51N6O10"
"CE4723[e]","neocasomorphin (1-5)","C29H40N5O9"
"CE2917[c]","apelin-13","C69H114N23O16S"
"CE4724[c]","apelin (1-12)","C60H105N22O15S"
"CE2917[e]","apelin-13","C69H114N23O16S"
"CE4724[e]","apelin (1-12)","C60H105N22O15S"
"malthp[c]","maltoheptaose","C42H72O36"
"malthp[e]","maltoheptaose","C42H72O36"
"CE2839[c]","maltodecaose","C60H102O51"
"CE2838[c]","maltononaose","C54H92O46"
"CE2839[e]","maltodecaose","C60H102O51"
"CE2838[e]","maltononaose","C54H92O46"
"CE1950[c]","cyanosulfurous acid anion","CH2NO2S"
"cynt[c]","Cyanate","CNO"
"CE1950[e]","cyanosulfurous acid anion","CH2NO2S"
"cynt[e]","Cyanate","CNO"
"CE1950[l]","cyanosulfurous acid anion","CH2NO2S"
"cynt[l]","Cyanate","CNO"
"so3[l]","Sulfite","O3S"
"CE1950[n]","cyanosulfurous acid anion","CH2NO2S"
"cynt[n]","Cyanate","CNO"
"so3[n]","Sulfite","O3S"
"C01836[c]","Neurotensin","C78H122N21O20"
"CE2862[c]","neurotensin 1-10","C57H91N18O16"
"CE2863[c]","neurotensin 11-13","C21H33N3O5"
"C01836[m]","Neurotensin","C78H122N21O20"
"CE2862[m]","neurotensin 1-10","C57H91N18O16"
"CE2863[m]","neurotensin 11-13","C21H33N3O5"
"CE2858[c]","dynorphin A 1-8","C46H74N14O10"
"CE2751[c]","dynorphin A (1-5)","C28H37N5O7"
"CE2890[c]","dynorphin A (6-8)","C18H39N9O4"
"CE2891[c]","dynorphin B","C74H118N21O17"
"CE4753[c]","dynorphin B (10-13)","C20H40N5O6"
"CE4754[c]","dynorphin B (6-9)","C26H45N11O6"
"CE0737[c]","malonic dialdehyde","C3H3O2"
"CE1243[c]","12S-HHT","C17H27O3"
"andrstndn[c]","androst-4-ene-3,17-dione","C19H26O2"
"17ahprgstrn[m]","17alpha-hydroxyprogesterone","C21H30O3"
"andrstndn[m]","androst-4-ene-3,17-dione","C19H26O2"
"ac[r]","acetate","C2H3O2"
"CE1352[c]","17alpha-hydroxypregnenolone sulfate","C21H31O6S"
"CE1352[g]","17alpha-hydroxypregnenolone sulfate","C21H31O6S"
"17ahprgnlone[g]","17alpha-hydroxypregnenolone","C21H32O3"
"CE1352[l]","17alpha-hydroxypregnenolone sulfate","C21H31O6S"
"17ahprgnlone[l]","17alpha-hydroxypregnenolone","C21H32O3"
"CE1352[r]","17alpha-hydroxypregnenolone sulfate","C21H31O6S"
"chsterols[g]","cholesterol sulfate","C27H45O4S"
"chsterols[l]","cholesterol sulfate","C27H45O4S"
"chsterols[r]","cholesterol sulfate","C27H45O4S"
"17ahprgnlone[m]","17alpha-hydroxypregnenolone","C21H32O3"
"dhea[m]","3beta-hydroxyandrost-5-en-17-one","C19H28O2"
"prgnlones[g]","pregnenolone sulfate","C21H31O5S"
"prgnlone[g]","pregnenolone","C21H32O2"
"prgnlones[l]","pregnenolone sulfate","C21H31O5S"
"prgnlone[l]","pregnenolone","C21H32O2"
"prgnlones[r]","pregnenolone sulfate","C21H31O5S"
"Lkynr[m]","L-kynurenine","C10H12N2O3"
"kynate[m]","kynurenate","C10H6NO3"
"N1aspmd[c]","N(1)-acetylspermidinium(2+)","C9H23N3O"
"n8aspmd[c]","N(8)-acetylspermidinium(2+)","C9H23N3O"
"CE1059[c]","N1,N8-diacetylspermidine","C11H24N3O2"
"N1sprm[x]","N(1)-acetylsperminium(3+)","C12H31N4O"
"N1sprm[c]","N(1)-acetylsperminium(3+)","C12H31N4O"
"C03413[c]","N(1),N(12)-diacetylsperminium(2+)","C14H32N4O2"
"CE2028[c]","beta-hydroxy-beta-methylbutyrate","C5H9O3"
"CE2201[c]","23S,25-dihydroxyvitamin D3","C27H44O3"
"CE2201[m]","23S,25-dihydroxyvitamin D3","C27H44O3"
"CE2202[c]","23S,25,26-trihydroxyvitamin D3","C27H44O4"
"CE2202[m]","23S,25,26-trihydroxyvitamin D3","C27H44O4"
"CE2203[c]","25-hydroxyvitamin D3-26,23-lactol","C27H42O4"
"CE2203[m]","25-hydroxyvitamin D3-26,23-lactol","C27H42O4"
"CE2204[c]","25-hydroxyvitamin D3-26,23-lactone","C27H40O4"
"CE2204[m]","25-hydroxyvitamin D3-26,23-lactone","C27H40O4"
"C01507[c]","L-Iditol","C6H14O6"
"srb_L[c]","L-Sorbose","C6H12O6"
"pail_hs[g]","1-phosphatidyl-1D-myo-inositol(1-)","C9H16O9PFULLRCO2FULLR2CO2"
"atp[g]","ATP","C10H12N5O13P3"
"CE5101[g]","1-phosphatidyl-1D-myo-inositol 5-phosphate(3-)","C11H15O16P2R2"
"adp[g]","ADP","C10H12N5O10P2"
"pail45p_hs[m]","phosphatidylinositol 4,5-bisphosphate","C9H14O15P3FULLRCO2FULLR2CO2"
"CE5101[m]","1-phosphatidyl-1D-myo-inositol 5-phosphate(3-)","C11H15O16P2R2"
"CE0469[c]","gama-L-glutamyl-L-alanine","C8H13N2O5"
"C03693[c]","D-Mannose 1,6-bisphosphate","C6H10O12P2"
"lnlc[m]","linoleate","C18H31O2"
"lnlc[x]","linoleate","C18H31O2"
"CE2434[m]","trans,cis,cis-2,9,12-octadecatrienoyl-CoA","C39H60N7O17P3S"
"CE2434[x]","trans,cis,cis-2,9,12-octadecatrienoyl-CoA","C39H60N7O17P3S"
"CE0849[m]","cis,cis-palmito-7,10-dienoyl-CoA","C37H58N7O17P3S"
"CE2433[m]","trans,cis,cis-2,7,10-hexadecatrienoyl-CoA","C37H56N7O17P3S"
"CE0849[x]","cis,cis-palmito-7,10-dienoyl-CoA","C37H58N7O17P3S"
"CE2433[x]","trans,cis,cis-2,7,10-hexadecatrienoyl-CoA","C37H56N7O17P3S"
"CE0785[m]","cis,cis-myristo-5,8-dienoyl-CoA","C35H54N7O17P3S"
"CE2432[m]","trans-2-cis,cis-5,8-tetradecatrienoyl-CoA","C35H52N7O17P3S"
"CE0785[x]","cis,cis-myristo-5,8-dienoyl-CoA","C35H54N7O17P3S"
"CE2432[x]","trans-2-cis,cis-5,8-tetradecatrienoyl-CoA","C35H52N7O17P3S"
"CE2431[m]","cis-deca-4-enoyl-CoA","C31H48N7O17P3S"
"CE2435[m]","trans,cis-deca-2,4-dienoyl-CoA","C31H46N7O17P3S"
"CE2431[x]","cis-deca-4-enoyl-CoA","C31H48N7O17P3S"
"CE2435[x]","trans,cis-deca-2,4-dienoyl-CoA","C31H46N7O17P3S"
"C05279[m]","trans,cis-Lauro-2,6-dienoyl-CoA","C33H50N7O17P3S"
"CE2420[m]","(3S)-3-hydroxydodec-cis-6-enoyl-CoA","C33H52N7O18P3S"
"C05279[x]","trans,cis-Lauro-2,6-dienoyl-CoA","C33H50N7O17P3S"
"CE2420[x]","(3S)-3-hydroxydodec-cis-6-enoyl-CoA","C33H52N7O18P3S"
"CE2417[m]","3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA","C35H54N7O18P3S"
"CE2417[x]","3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA","C35H54N7O18P3S"
"CE2418[m]","(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA","C37H58N7O18P3S"
"CE2418[x]","(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA","C37H58N7O18P3S"
"CE2418[c]","(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA","C37H58N7O18P3S"
"CE2422[c]","3-oxo-cis,cis-7,10-hexadecadienoyl-CoA","C37H56N7O18P3S"
"CE2422[m]","3-oxo-cis,cis-7,10-hexadecadienoyl-CoA","C37H56N7O18P3S"
"CE2422[x]","3-oxo-cis,cis-7,10-hexadecadienoyl-CoA","C37H56N7O18P3S"
"CE2417[c]","3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA","C35H54N7O18P3S"
"CE2424[c]","3-oxo-cis,cis-5,8-tetradecadienoyl-CoA","C35H52N7O18P3S"
"CE2424[m]","3-oxo-cis,cis-5,8-tetradecadienoyl-CoA","C35H52N7O18P3S"
"CE2424[x]","3-oxo-cis,cis-5,8-tetradecadienoyl-CoA","C35H52N7O18P3S"
"CE2420[c]","(3S)-3-hydroxydodec-cis-6-enoyl-CoA","C33H52N7O18P3S"
"CE0693[c]","3-oxolaur-6-cis-enoyl-CoA","C33H50N7O18P3S"
"CE0693[m]","3-oxolaur-6-cis-enoyl-CoA","C33H50N7O18P3S"
"CE0693[x]","3-oxolaur-6-cis-enoyl-CoA","C33H50N7O18P3S"
"C05280[m]","cis,cis-3,6-Dodecadienoyl-CoA","C33H50N7O17P3S"
"C05280[x]","cis,cis-3,6-Dodecadienoyl-CoA","C33H50N7O17P3S"
"CE4788[c]","acetamidopropanal","C5H9NO2"
"N1aspmd[x]","N(1)-acetylspermidinium(2+)","C9H23N3O"
"ptrc[x]","Putrescine","C4H14N2"
"CE4788[x]","acetamidopropanal","C5H9NO2"
"C03413[x]","N(1),N(12)-diacetylsperminium(2+)","C14H32N4O2"
"CE2180[c]","4-hydroxyestrone","C18H22O3"
"estrone[l]","estrone","C18H22O2"
"nadph[l]","Nicotinamide adenine dinucleotide phosphate - reduced","C21H26N7O17P3"
"o2[l]","O2","O2"
"CE2180[l]","4-hydroxyestrone","C18H22O3"
"nadp[l]","Nicotinamide adenine dinucleotide phosphate","C21H25N7O17P3"
"CE2180[r]","4-hydroxyestrone","C18H22O3"
"C05298[c]","2-Hydroxyestrone","C18H22O3"
"C05298[l]","2-Hydroxyestrone","C18H22O3"
"C05298[r]","2-Hydroxyestrone","C18H22O3"
"C05301[c]","2-Hydroxyestradiol-17beta","C18H24O3"
"CE2183[c]","2-hydroxy-3-methoxy-17beta-estradiol","C19H26O3"
"CE2179[c]","4-hydroxy-17beta-estradiol","C18H24O3"
"CE2186[c]","4-methoxy-17beta-estradiol","C19H26O3"
"CE2189[c]","4-methoxyestrone","C19H24O3"
"C05299[c]","2-Methoxyestrone","C19H24O3"
"C05299[r]","2-Methoxyestrone","C19H24O3"
"CE2184[c]","2-hydroxy-3-methoxyestrone","C19H24O3"
"CE2179[r]","4-hydroxy-17beta-estradiol","C18H24O3"
"CE5250[c]","17beta-estradiol-2,3-quinone","C18H22O3"
"CE5239[c]","2-hydroxy-17beta-estradiol-4-S-glutathione","C28H38N3O9S"
"CE5250[m]","17beta-estradiol-2,3-quinone","C18H22O3"
"CE5239[m]","2-hydroxy-17beta-estradiol-4-S-glutathione","C28H38N3O9S"
"CE5250[r]","17beta-estradiol-2,3-quinone","C18H22O3"
"CE5239[r]","2-hydroxy-17beta-estradiol-4-S-glutathione","C28H38N3O9S"
"CE5250[x]","17beta-estradiol-2,3-quinone","C18H22O3"
"gthrd[x]","Reduced glutathione","C10H16N3O6S"
"CE5239[x]","2-hydroxy-17beta-estradiol-4-S-glutathione","C28H38N3O9S"
"CE4888[c]","dopaminochrome","C8H7NO2"
"CE5277[c]","aminochrome o-semiquinone","C8H8NO2"
"CE5278[c]","dopachrome o-semiquinone","C9H6NO4"
"CE5256[c]","estrone-2,3-semiquinone","C18H20O3"
"CE5252[c]","estrone-2,3-quinone","C18H20O3"
"CE5255[c]","estrone-3,4-semiquinone","C18H20O3"
"CE5251[c]","estrone-3,4-quinone","C18H20O3"
"CE5254[c]","17beta-estradiol-2,3-semiquinone","C18H22O3"
"CE5253[c]","17beta-estradiol-3,4-semiquinone","C18H22O3"
"CE5249[c]","17beta-estradiol-3,4-quinone","C18H22O3"
"CE5236[c]","O2'-4a-cyclic-tetrahydrobiopterin","C9H13N5O3"
"CE5236[n]","O2'-4a-cyclic-tetrahydrobiopterin","C9H13N5O3"
"CE1918[c]","5-hydroxytryptophol","C10H11NO2"
"CE1918[m]","5-hydroxytryptophol","C10H11NO2"
"xol7a[c]","20-hydroxycholesterol","C27H46O2"
"xol7aone[m]","7alpha-hydroxycholest-4-en-3-one","C27H44O2"
"xol27oh[c]","26-hydroxycholesterol","C27H46O2"
"CE0233[c]","5beta-cholestane-3alpha,7alpha,27-triol","C27H48O3"
"CE1272[c]","5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol","C27H48O4"
"CE1272[r]","5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol","C27H48O4"
"CE1273[r]","5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol","C27H48O5"
"CE1277[c]","5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol","C27H48O5"
"CE1277[r]","5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol","C27H48O5"
"CE1279[c]","5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol","C27H48O5"
"CE1279[r]","5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol","C27H48O5"
"CE1278[c]","5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol","C27H48O5"
"CE1278[r]","5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol","C27H48O5"
"CE5242[c]","2-hydroxyestrone-1-S-glutathione","C28H36N3O9S"
"CE5252[m]","estrone-2,3-quinone","C18H20O3"
"CE5242[m]","2-hydroxyestrone-1-S-glutathione","C28H36N3O9S"
"CE5252[r]","estrone-2,3-quinone","C18H20O3"
"CE5242[r]","2-hydroxyestrone-1-S-glutathione","C28H36N3O9S"
"CE5252[x]","estrone-2,3-quinone","C18H20O3"
"CE5242[x]","2-hydroxyestrone-1-S-glutathione","C28H36N3O9S"
"CE5243[c]","4-hydroxy-17beta-estradiol-2-S-glutathione","C28H38N3O9S"
"CE5249[m]","17beta-estradiol-3,4-quinone","C18H22O3"
"CE5243[m]","4-hydroxy-17beta-estradiol-2-S-glutathione","C28H38N3O9S"
"CE5249[r]","17beta-estradiol-3,4-quinone","C18H22O3"
"CE5243[r]","4-hydroxy-17beta-estradiol-2-S-glutathione","C28H38N3O9S"
"CE5249[x]","17beta-estradiol-3,4-quinone","C18H22O3"
"CE5243[x]","4-hydroxy-17beta-estradiol-2-S-glutathione","C28H38N3O9S"
"CE5244[c]","4-hydroxyestrone-2-S-glutathione","C28H36N3O9S"
"CE5251[m]","estrone-3,4-quinone","C18H20O3"
"CE5244[m]","4-hydroxyestrone-2-S-glutathione","C28H36N3O9S"
"CE5251[r]","estrone-3,4-quinone","C18H20O3"
"CE5244[r]","4-hydroxyestrone-2-S-glutathione","C28H36N3O9S"
"CE5251[x]","estrone-3,4-quinone","C18H20O3"
"CE5244[x]","4-hydroxyestrone-2-S-glutathione","C28H36N3O9S"
"CE4990[c]","12-oxo-leukotriene B4","C20H29O4"
